-----------EB Tester Software-----------,,,,,
*Step,Mode,Capacity,Energy,,
*1-1,D-CC,0.118,0.309,,
*1-2,Wait,0,0,,
*1-3,C-CV,20.87,69.97,,
*1-4,Wait,0,0,,
*1-5,D-CC,20.8,66.82,,
Title:EB Tester Software,,,,,
------------www.zketech.com--------------,,,,,
Time(S),Cur(A),Vol(V),Step,disAh,chgAh
17703,4.4,3.263,5,3.971,0
17705,4.4,3.263,5,3.973,0
17707,4.4,3.263,5,3.976,0
17709,4.4,3.263,5,3.978,0
17711,4.4,3.263,5,3.981,0
17714,4.4,3.263,5,3.984,0
17715,4.4,3.263,5,3.986,0
17717,4.4,3.263,5,3.988,0
17719,4.4,3.263,5,3.991,0
17721,4.4,3.263,5,3.993,0
17723,4.4,3.263,5,3.995,0
17725,4.4,3.263,5,3.998,0
17727,4.4,3.263,5,4.000,0
17729,4.4,3.262,5,4.003,0
17731,4.4,3.262,5,4.005,0
17733,4.4,3.262,5,4.008,0
17735,4.4,3.262,5,4.010,0
17737,4.4,3.262,5,4.013,0
17739,4.4,3.262,5,4.015,0
17741,4.4,3.262,5,4.017,0
17743,4.4,3.262,5,4.020,0
17745,4.4,3.262,5,4.022,0
17747,4.4,3.262,5,4.025,0
17749,4.4,3.262,5,4.027,0
17751,4.4,3.262,5,4.030,0
17753,4.4,3.262,5,4.032,0
17755,4.4,3.262,5,4.035,0
17757,4.4,3.262,5,4.037,0
17759,4.4,3.262,5,4.039,0
17761,4.4,3.262,5,4.042,0
17763,4.4,3.262,5,4.044,0
17765,4.4,3.262,5,4.047,0
17767,4.4,3.262,5,4.049,0
17769,4.4,3.261,5,4.052,0
17771,4.4,3.262,5,4.054,0
17773,4.4,3.262,5,4.057,0
17775,4.4,3.262,5,4.059,0
17777,4.4,3.261,5,4.061,0
17779,4.4,3.261,5,4.064,0
17781,4.4,3.262,5,4.066,0
17783,4.4,3.261,5,4.069,0
17785,4.4,3.261,5,4.071,0
17787,4.4,3.261,5,4.074,0
17789,4.4,3.261,5,4.076,0
17791,4.4,3.261,5,4.079,0
17793,4.4,3.261,5,4.081,0
17795,4.4,3.261,5,4.083,0
17797,4.4,3.261,5,4.086,0
17799,4.4,3.261,5,4.088,0
17801,4.4,3.261,5,4.091,0
17803,4.4,3.261,5,4.093,0
17805,4.4,3.261,5,4.096,0
17807,4.4,3.261,5,4.098,0
17809,4.4,3.261,5,4.101,0
17811,4.4,3.261,5,4.103,0
17813,4.4,3.261,5,4.105,0
17815,4.4,3.261,5,4.108,0
17817,4.4,3.261,5,4.110,0
17819,4.4,3.261,5,4.113,0
17821,4.4,3.261,5,4.115,0
17823,4.4,3.261,5,4.118,0
17825,4.4,3.261,5,4.120,0
17827,4.4,3.261,5,4.123,0
17829,4.4,3.261,5,4.125,0
17831,4.4,3.261,5,4.127,0
17833,4.4,3.261,5,4.130,0
17835,4.4,3.261,5,4.132,0
17837,4.4,3.26,5,4.135,0
17839,4.4,3.261,5,4.137,0
17841,4.4,3.26,5,4.140,0
17843,4.4,3.261,5,4.142,0
17845,4.4,3.26,5,4.145,0
17847,4.4,3.26,5,4.147,0
17849,4.4,3.26,5,4.149,0
17851,4.4,3.26,5,4.152,0
17853,4.4,3.26,5,4.154,0
17855,4.4,3.26,5,4.157,0
17857,4.4,3.26,5,4.159,0
17859,4.4,3.26,5,4.162,0
17861,4.4,3.26,5,4.164,0
17863,4.4,3.26,5,4.167,0
17865,4.4,3.26,5,4.169,0
17867,4.4,3.26,5,4.171,0
17869,4.4,3.26,5,4.174,0
17871,4.4,3.26,5,4.176,0
17873,4.4,3.26,5,4.179,0
17875,4.4,3.26,5,4.181,0
17877,4.4,3.26,5,4.184,0
17879,4.4,3.26,5,4.186,0
17881,4.4,3.26,5,4.189,0
17883,4.4,3.26,5,4.191,0
17885,4.4,3.26,5,4.193,0
17887,4.4,3.26,5,4.196,0
17889,4.4,3.26,5,4.198,0
17891,4.4,3.26,5,4.201,0
17893,4.4,3.26,5,4.203,0
17895,4.4,3.26,5,4.206,0
17897,4.4,3.26,5,4.208,0
17899,4.4,3.26,5,4.211,0
17901,4.4,3.26,5,4.213,0
17903,4.4,3.26,5,4.215,0
17905,4.4,3.26,5,4.218,0
17907,4.4,3.26,5,4.220,0
17909,4.4,3.26,5,4.223,0
17911,4.4,3.26,5,4.225,0
17913,4.4,3.26,5,4.228,0
17915,4.4,3.26,5,4.230,0
17917,4.4,3.26,5,4.233,0
17919,4.4,3.26,5,4.235,0
17921,4.4,3.26,5,4.237,0
17923,4.4,3.26,5,4.240,0
17925,4.4,3.26,5,4.242,0
17927,4.4,3.26,5,4.245,0
17929,4.4,3.26,5,4.247,0
17931,4.4,3.26,5,4.250,0
17933,4.4,3.26,5,4.252,0
17935,4.4,3.26,5,4.255,0
17937,4.4,3.26,5,4.257,0
17939,4.4,3.26,5,4.259,0
17941,4.4,3.26,5,4.262,0
17943,4.4,3.26,5,4.264,0
17945,4.4,3.26,5,4.267,0
17947,4.4,3.26,5,4.269,0
17949,4.4,3.26,5,4.272,0
17951,4.4,3.26,5,4.274,0
17953,4.4,3.26,5,4.277,0
17955,4.4,3.26,5,4.279,0
17957,4.4,3.26,5,4.281,0
17959,4.4,3.26,5,4.284,0
17961,4.4,3.26,5,4.286,0
17963,4.4,3.26,5,4.289,0
17965,4.4,3.26,5,4.291,0
17967,4.4,3.26,5,4.294,0
17969,4.4,3.26,5,4.296,0
17971,4.4,3.26,5,4.299,0
17973,4.4,3.26,5,4.301,0
17975,4.4,3.26,5,4.303,0
17977,4.4,3.26,5,4.306,0
17979,4.4,3.26,5,4.308,0
17981,4.4,3.26,5,4.311,0
17983,4.4,3.26,5,4.313,0
17985,4.4,3.26,5,4.316,0
17987,4.4,3.26,5,4.318,0
17989,4.4,3.26,5,4.321,0
17991,4.4,3.26,5,4.323,0
17993,4.4,3.26,5,4.325,0
17995,4.4,3.26,5,4.328,0
17997,4.4,3.26,5,4.330,0
17999,4.4,3.26,5,4.333,0
18001,4.4,3.26,5,4.335,0
18003,4.4,3.26,5,4.338,0
18005,4.4,3.26,5,4.340,0
18007,4.4,3.26,5,4.343,0
18009,4.4,3.26,5,4.345,0
18011,4.4,3.26,5,4.347,0
18013,4.4,3.26,5,4.350,0
18015,4.4,3.26,5,4.352,0
18017,4.4,3.26,5,4.355,0
18019,4.4,3.26,5,4.357,0
18021,4.4,3.26,5,4.360,0
18023,4.4,3.26,5,4.362,0
18025,4.4,3.26,5,4.365,0
18027,4.4,3.26,5,4.367,0
18029,4.4,3.26,5,4.369,0
18031,4.4,3.26,5,4.372,0
18033,4.4,3.26,5,4.374,0
18035,4.4,3.26,5,4.377,0
18037,4.4,3.26,5,4.379,0
18039,4.4,3.26,5,4.382,0
18041,4.4,3.26,5,4.384,0
18043,4.4,3.26,5,4.387,0
18045,4.4,3.26,5,4.389,0
18047,4.4,3.26,5,4.391,0
18049,4.4,3.26,5,4.394,0
18051,4.4,3.26,5,4.396,0
18053,4.4,3.26,5,4.399,0
18055,4.4,3.26,5,4.401,0
18057,4.4,3.26,5,4.404,0
18059,4.4,3.26,5,4.406,0
18061,4.4,3.26,5,4.409,0
18063,4.4,3.26,5,4.411,0
18065,4.4,3.26,5,4.413,0
18067,4.4,3.26,5,4.416,0
18069,4.4,3.26,5,4.418,0
18071,4.4,3.26,5,4.421,0
18073,4.4,3.26,5,4.423,0
18075,4.4,3.26,5,4.426,0
18077,4.4,3.26,5,4.428,0
18079,4.4,3.26,5,4.431,0
18081,4.4,3.26,5,4.433,0
18083,4.4,3.26,5,4.435,0
18085,4.4,3.26,5,4.438,0
18087,4.4,3.26,5,4.440,0
18089,4.4,3.26,5,4.443,0
18091,4.4,3.26,5,4.445,0
18093,4.4,3.26,5,4.448,0
18095,4.4,3.26,5,4.450,0
18097,4.4,3.26,5,4.453,0
18099,4.4,3.26,5,4.455,0
18101,4.4,3.26,5,4.457,0
18103,4.4,3.26,5,4.460,0
18105,4.4,3.26,5,4.462,0
18107,4.4,3.26,5,4.465,0
18109,4.4,3.26,5,4.467,0
18111,4.4,3.26,5,4.470,0
18113,4.4,3.26,5,4.472,0
18115,4.4,3.26,5,4.475,0
18117,4.4,3.26,5,4.477,0
18119,4.4,3.26,5,4.479,0
18121,4.4,3.26,5,4.482,0
18123,4.4,3.26,5,4.484,0
18125,4.4,3.26,5,4.487,0
18127,4.4,3.26,5,4.489,0
18129,4.4,3.26,5,4.492,0
18131,4.4,3.26,5,4.494,0
18133,4.4,3.26,5,4.497,0
18135,4.4,3.26,5,4.499,0
18137,4.4,3.26,5,4.501,0
18139,4.4,3.26,5,4.504,0
18141,4.4,3.26,5,4.506,0
18143,4.4,3.26,5,4.509,0
18145,4.4,3.26,5,4.511,0
18147,4.4,3.26,5,4.514,0
18149,4.4,3.26,5,4.516,0
18151,4.4,3.26,5,4.519,0
18153,4.4,3.26,5,4.521,0
18155,4.4,3.26,5,4.523,0
18157,4.4,3.26,5,4.526,0
18159,4.4,3.26,5,4.528,0
18161,4.4,3.26,5,4.531,0
18163,4.4,3.26,5,4.533,0
18165,4.4,3.26,5,4.536,0
18167,4.4,3.26,5,4.538,0
18169,4.4,3.26,5,4.541,0
18171,4.4,3.26,5,4.543,0
18173,4.4,3.26,5,4.545,0
18175,4.4,3.26,5,4.548,0
18177,4.4,3.26,5,4.550,0
18179,4.4,3.26,5,4.553,0
18181,4.4,3.26,5,4.555,0
18183,4.4,3.26,5,4.558,0
18185,4.4,3.26,5,4.560,0
18187,4.4,3.26,5,4.563,0
18189,4.4,3.26,5,4.565,0
18191,4.4,3.26,5,4.567,0
18193,4.4,3.26,5,4.570,0
18195,4.4,3.26,5,4.572,0
18197,4.4,3.26,5,4.575,0
18199,4.4,3.26,5,4.577,0
18201,4.4,3.26,5,4.580,0
18203,4.4,3.26,5,4.582,0
18205,4.4,3.26,5,4.585,0
18207,4.4,3.26,5,4.587,0
18209,4.4,3.26,5,4.589,0
18211,4.4,3.26,5,4.592,0
18213,4.4,3.26,5,4.594,0
18215,4.4,3.26,5,4.597,0
18217,4.4,3.26,5,4.599,0
18219,4.4,3.26,5,4.602,0
18221,4.4,3.26,5,4.604,0
18223,4.4,3.26,5,4.607,0
18225,4.4,3.26,5,4.609,0
18227,4.4,3.26,5,4.611,0
18229,4.4,3.26,5,4.614,0
18231,4.4,3.26,5,4.616,0
18233,4.4,3.26,5,4.619,0
18235,4.4,3.26,5,4.621,0
18237,4.4,3.26,5,4.624,0
18239,4.4,3.26,5,4.626,0
18241,4.4,3.26,5,4.629,0
18243,4.4,3.26,5,4.631,0
18245,4.4,3.26,5,4.633,0
18247,4.4,3.26,5,4.636,0
18249,4.4,3.26,5,4.638,0
18251,4.4,3.26,5,4.641,0
18253,4.4,3.26,5,4.643,0
18255,4.4,3.26,5,4.646,0
18257,4.4,3.26,5,4.648,0
18259,4.4,3.26,5,4.651,0
18261,4.4,3.26,5,4.653,0
18263,4.4,3.26,5,4.655,0
18265,4.4,3.26,5,4.658,0
18267,4.4,3.26,5,4.660,0
18269,4.4,3.26,5,4.663,0
18271,4.4,3.26,5,4.665,0
18273,4.4,3.26,5,4.668,0
18275,4.4,3.26,5,4.670,0
18277,4.4,3.26,5,4.673,0
18279,4.4,3.26,5,4.675,0
18281,4.4,3.26,5,4.677,0
18283,4.4,3.26,5,4.680,0
18285,4.4,3.26,5,4.682,0
18287,4.4,3.26,5,4.685,0
18289,4.4,3.26,5,4.687,0
18291,4.4,3.26,5,4.690,0
18293,4.4,3.26,5,4.692,0
18295,4.4,3.26,5,4.695,0
18297,4.4,3.26,5,4.697,0
18299,4.4,3.26,5,4.699,0
18301,4.4,3.26,5,4.702,0
18303,4.4,3.26,5,4.704,0
18305,4.4,3.26,5,4.707,0
18307,4.4,3.26,5,4.709,0
18309,4.4,3.26,5,4.712,0
18311,4.4,3.26,5,4.714,0
18313,4.4,3.26,5,4.717,0
18315,4.4,3.26,5,4.719,0
18317,4.4,3.26,5,4.721,0
18319,4.4,3.26,5,4.724,0
18321,4.4,3.26,5,4.726,0
18323,4.4,3.26,5,4.729,0
18325,4.4,3.26,5,4.731,0
18327,4.4,3.26,5,4.734,0
18329,4.4,3.26,5,4.736,0
18331,4.4,3.26,5,4.739,0
18333,4.4,3.26,5,4.741,0
18335,4.4,3.26,5,4.743,0
18337,4.4,3.26,5,4.746,0
18339,4.4,3.26,5,4.748,0
18341,4.4,3.26,5,4.751,0
18343,4.4,3.26,5,4.753,0
18345,4.4,3.26,5,4.756,0
18347,4.4,3.26,5,4.758,0
18349,4.4,3.26,5,4.761,0
18351,4.4,3.26,5,4.763,0
18353,4.4,3.26,5,4.765,0
18355,4.4,3.26,5,4.768,0
18357,4.4,3.26,5,4.770,0
18359,4.4,3.26,5,4.773,0
18361,4.4,3.26,5,4.775,0
18363,4.4,3.26,5,4.778,0
18365,4.4,3.26,5,4.780,0
18367,4.4,3.26,5,4.783,0
18369,4.4,3.26,5,4.785,0
18371,4.4,3.26,5,4.787,0
18373,4.4,3.26,5,4.790,0
18375,4.4,3.26,5,4.792,0
18377,4.4,3.26,5,4.795,0
18379,4.4,3.26,5,4.797,0
18381,4.4,3.26,5,4.800,0
18383,4.4,3.26,5,4.802,0
18385,4.4,3.26,5,4.805,0
18387,4.4,3.26,5,4.807,0
18389,4.4,3.26,5,4.809,0
18391,4.4,3.26,5,4.812,0
18393,4.4,3.26,5,4.814,0
18395,4.4,3.26,5,4.817,0
18397,4.4,3.26,5,4.819,0
18399,4.4,3.26,5,4.822,0
18401,4.4,3.26,5,4.824,0
18403,4.4,3.26,5,4.827,0
18405,4.4,3.26,5,4.829,0
18407,4.4,3.26,5,4.831,0
18409,4.4,3.26,5,4.834,0
18411,4.4,3.26,5,4.836,0
18413,4.4,3.26,5,4.839,0
18415,4.4,3.26,5,4.841,0
18417,4.4,3.26,5,4.844,0
18419,4.4,3.26,5,4.846,0
18421,4.4,3.26,5,4.849,0
18423,4.4,3.26,5,4.851,0
18425,4.4,3.26,5,4.853,0
18427,4.4,3.26,5,4.856,0
18429,4.4,3.26,5,4.858,0
18431,4.4,3.26,5,4.861,0
18433,4.4,3.26,5,4.863,0
18435,4.4,3.26,5,4.866,0
18437,4.4,3.26,5,4.868,0
18439,4.4,3.26,5,4.871,0
18441,4.4,3.26,5,4.873,0
18443,4.4,3.26,5,4.875,0
18445,4.4,3.26,5,4.878,0
18447,4.4,3.26,5,4.880,0
18449,4.4,3.26,5,4.883,0
18451,4.4,3.26,5,4.885,0
18453,4.4,3.26,5,4.888,0
18455,4.4,3.26,5,4.890,0
18457,4.4,3.26,5,4.893,0
18459,4.4,3.26,5,4.895,0
18461,4.4,3.26,5,4.897,0
18463,4.4,3.26,5,4.900,0
18465,4.4,3.26,5,4.902,0
18467,4.4,3.26,5,4.905,0
18469,4.4,3.26,5,4.907,0
18471,4.4,3.26,5,4.910,0
18473,4.4,3.26,5,4.912,0
18475,4.4,3.26,5,4.915,0
18477,4.4,3.26,5,4.917,0
18479,4.4,3.26,5,4.919,0
18481,4.4,3.26,5,4.922,0
18483,4.4,3.26,5,4.924,0
18485,4.4,3.26,5,4.927,0
18487,4.4,3.26,5,4.929,0
18489,4.4,3.26,5,4.932,0
18491,4.4,3.26,5,4.934,0
18493,4.4,3.26,5,4.937,0
18495,4.4,3.26,5,4.939,0
18497,4.4,3.26,5,4.941,0
18499,4.4,3.26,5,4.944,0
18501,4.4,3.26,5,4.946,0
18503,4.4,3.26,5,4.949,0
18505,4.4,3.26,5,4.951,0
18507,4.4,3.26,5,4.954,0
18509,4.4,3.26,5,4.956,0
18511,4.4,3.26,5,4.959,0
18513,4.4,3.26,5,4.961,0
18515,4.4,3.26,5,4.963,0
18517,4.4,3.26,5,4.966,0
18519,4.4,3.26,5,4.968,0
18521,4.4,3.26,5,4.971,0
18523,4.4,3.26,5,4.973,0
18525,4.4,3.26,5,4.976,0
18527,4.4,3.26,5,4.978,0
18529,4.4,3.26,5,4.981,0
18531,4.4,3.26,5,4.983,0
18533,4.4,3.26,5,4.985,0
18535,4.4,3.26,5,4.988,0
18537,4.4,3.26,5,4.990,0
18539,4.4,3.26,5,4.993,0
18541,4.4,3.26,5,4.995,0
18543,4.4,3.26,5,4.998,0
18545,4.4,3.26,5,5.000,0
18547,4.4,3.26,5,5.003,0
18549,4.4,3.26,5,5.005,0
18551,4.4,3.26,5,5.007,0
18553,4.4,3.26,5,5.010,0
18555,4.4,3.26,5,5.012,0
18557,4.4,3.26,5,5.015,0
18559,4.4,3.26,5,5.017,0
18561,4.4,3.26,5,5.020,0
18563,4.4,3.26,5,5.022,0
18565,4.4,3.26,5,5.025,0
18567,4.4,3.26,5,5.027,0
18569,4.4,3.26,5,5.029,0
18571,4.4,3.26,5,5.032,0
18573,4.4,3.26,5,5.034,0
18575,4.4,3.26,5,5.037,0
18577,4.4,3.26,5,5.039,0
18579,4.4,3.26,5,5.042,0
18581,4.4,3.26,5,5.044,0
18583,4.4,3.26,5,5.047,0
18585,4.4,3.26,5,5.049,0
18587,4.4,3.26,5,5.051,0
18589,4.4,3.26,5,5.054,0
18591,4.4,3.26,5,5.056,0
18593,4.4,3.26,5,5.059,0
18595,4.4,3.26,5,5.061,0
18597,4.4,3.26,5,5.064,0
18599,4.4,3.26,5,5.066,0
18601,4.4,3.26,5,5.069,0
18603,4.4,3.26,5,5.071,0
18605,4.4,3.26,5,5.073,0
18607,4.4,3.26,5,5.076,0
18609,4.4,3.26,5,5.078,0
18611,4.4,3.26,5,5.081,0
18613,4.4,3.26,5,5.083,0
18615,4.4,3.26,5,5.086,0
18617,4.4,3.26,5,5.088,0
18619,4.4,3.26,5,5.091,0
18621,4.4,3.26,5,5.093,0
18623,4.4,3.26,5,5.095,0
18625,4.4,3.26,5,5.098,0
18627,4.4,3.26,5,5.100,0
18629,4.4,3.26,5,5.103,0
18631,4.4,3.26,5,5.105,0
18633,4.4,3.26,5,5.108,0
18635,4.4,3.26,5,5.110,0
18637,4.4,3.26,5,5.113,0
18639,4.4,3.26,5,5.115,0
18641,4.4,3.26,5,5.117,0
18643,4.4,3.26,5,5.120,0
18645,4.4,3.26,5,5.122,0
18647,4.4,3.26,5,5.125,0
18649,4.4,3.26,5,5.127,0
18651,4.4,3.26,5,5.130,0
18653,4.4,3.26,5,5.132,0
18655,4.4,3.26,5,5.135,0
18657,4.4,3.26,5,5.137,0
18659,4.4,3.26,5,5.139,0
18661,4.4,3.26,5,5.142,0
18663,4.4,3.26,5,5.144,0
18665,4.4,3.26,5,5.147,0
18667,4.4,3.26,5,5.149,0
18669,4.4,3.26,5,5.152,0
18671,4.4,3.26,5,5.154,0
18673,4.4,3.26,5,5.157,0
18675,4.4,3.26,5,5.159,0
18677,4.4,3.26,5,5.161,0
18679,4.4,3.26,5,5.164,0
18681,4.4,3.26,5,5.166,0
18683,4.4,3.26,5,5.169,0
18685,4.4,3.26,5,5.171,0
18687,4.4,3.26,5,5.174,0
18689,4.4,3.26,5,5.176,0
18691,4.4,3.26,5,5.179,0
18693,4.4,3.26,5,5.181,0
18695,4.4,3.26,5,5.183,0
18697,4.4,3.26,5,5.186,0
18699,4.4,3.26,5,5.188,0
18701,4.4,3.26,5,5.191,0
18703,4.4,3.26,5,5.193,0
18705,4.4,3.26,5,5.196,0
18707,4.4,3.26,5,5.198,0
18709,4.4,3.26,5,5.201,0
18711,4.4,3.26,5,5.203,0
18713,4.4,3.26,5,5.205,0
18715,4.4,3.26,5,5.208,0
18717,4.4,3.26,5,5.210,0
18719,4.4,3.26,5,5.213,0
18721,4.4,3.26,5,5.215,0
18723,4.4,3.26,5,5.218,0
18725,4.4,3.26,5,5.220,0
18727,4.4,3.26,5,5.223,0
18729,4.4,3.26,5,5.225,0
18731,4.4,3.26,5,5.227,0
18733,4.4,3.26,5,5.230,0
18735,4.4,3.26,5,5.232,0
18737,4.4,3.26,5,5.235,0
18739,4.4,3.26,5,5.237,0
18741,4.4,3.26,5,5.240,0
18743,4.4,3.26,5,5.242,0
18745,4.4,3.26,5,5.245,0
18747,4.4,3.26,5,5.247,0
18749,4.4,3.26,5,5.249,0
18751,4.4,3.26,5,5.252,0
18753,4.4,3.26,5,5.254,0
18755,4.4,3.26,5,5.257,0
18757,4.4,3.26,5,5.259,0
18759,4.4,3.26,5,5.262,0
18761,4.4,3.26,5,5.264,0
18763,4.4,3.26,5,5.267,0
18765,4.4,3.26,5,5.269,0
18767,4.4,3.26,5,5.271,0
18769,4.4,3.26,5,5.274,0
18771,4.4,3.26,5,5.276,0
18773,4.4,3.26,5,5.279,0
18775,4.4,3.26,5,5.281,0
18777,4.4,3.26,5,5.284,0
18779,4.4,3.26,5,5.286,0
18781,4.4,3.26,5,5.289,0
18783,4.4,3.26,5,5.291,0
18785,4.4,3.26,5,5.293,0
18787,4.4,3.26,5,5.296,0
18789,4.4,3.26,5,5.298,0
18791,4.4,3.26,5,5.301,0
18793,4.4,3.26,5,5.303,0
18795,4.4,3.26,5,5.306,0
18797,4.4,3.26,5,5.308,0
18799,4.4,3.26,5,5.311,0
18801,4.4,3.26,5,5.313,0
18803,4.4,3.26,5,5.315,0
18805,4.4,3.26,5,5.318,0
18807,4.4,3.26,5,5.320,0
18809,4.4,3.26,5,5.323,0
18811,4.4,3.26,5,5.325,0
18813,4.4,3.26,5,5.328,0
18815,4.4,3.26,5,5.330,0
18817,4.4,3.26,5,5.333,0
18819,4.4,3.26,5,5.335,0
18821,4.4,3.26,5,5.337,0
18823,4.4,3.26,5,5.340,0
18825,4.4,3.26,5,5.342,0
18827,4.4,3.26,5,5.345,0
18829,4.4,3.26,5,5.347,0
18831,4.4,3.26,5,5.350,0
18833,4.4,3.26,5,5.352,0
18835,4.4,3.26,5,5.355,0
18837,4.4,3.26,5,5.357,0
18839,4.4,3.26,5,5.359,0
18841,4.4,3.26,5,5.362,0
18843,4.4,3.26,5,5.364,0
18845,4.4,3.26,5,5.367,0
18847,4.4,3.26,5,5.369,0
18849,4.4,3.26,5,5.372,0
18851,4.4,3.26,5,5.374,0
18853,4.4,3.26,5,5.377,0
18855,4.4,3.26,5,5.379,0
18857,4.4,3.26,5,5.381,0
18859,4.4,3.26,5,5.384,0
18861,4.4,3.26,5,5.386,0
18863,4.4,3.26,5,5.389,0
18865,4.4,3.26,5,5.391,0
18867,4.4,3.26,5,5.394,0
18869,4.4,3.26,5,5.396,0
18871,4.4,3.26,5,5.399,0
18873,4.4,3.26,5,5.401,0
18875,4.4,3.26,5,5.403,0
18877,4.4,3.26,5,5.406,0
18879,4.4,3.26,5,5.408,0
18881,4.4,3.26,5,5.411,0
18883,4.4,3.26,5,5.413,0
18885,4.4,3.26,5,5.416,0
18887,4.4,3.26,5,5.418,0
18889,4.4,3.26,5,5.421,0
18891,4.4,3.26,5,5.423,0
18893,4.4,3.26,5,5.425,0
18895,4.4,3.26,5,5.428,0
18897,4.4,3.26,5,5.430,0
18899,4.4,3.26,5,5.433,0
18901,4.4,3.26,5,5.435,0
18903,4.4,3.26,5,5.438,0
18905,4.4,3.26,5,5.440,0
18907,4.4,3.26,5,5.443,0
18909,4.4,3.26,5,5.445,0
18911,4.4,3.26,5,5.447,0
18913,4.4,3.26,5,5.450,0
18915,4.4,3.26,5,5.452,0
18917,4.4,3.26,5,5.455,0
18919,4.4,3.26,5,5.457,0
18921,4.4,3.26,5,5.460,0
18923,4.4,3.26,5,5.462,0
18925,4.4,3.26,5,5.465,0
18927,4.4,3.26,5,5.467,0
18929,4.4,3.26,5,5.469,0
18931,4.4,3.26,5,5.472,0
18933,4.4,3.26,5,5.474,0
18935,4.4,3.26,5,5.477,0
18937,4.4,3.26,5,5.479,0
18939,4.4,3.26,5,5.482,0
18941,4.4,3.26,5,5.484,0
18943,4.4,3.26,5,5.487,0
18945,4.4,3.26,5,5.489,0
18947,4.4,3.26,5,5.491,0
18949,4.4,3.26,5,5.494,0
18951,4.4,3.26,5,5.496,0
18953,4.4,3.26,5,5.499,0
18955,4.4,3.26,5,5.501,0
18957,4.4,3.26,5,5.504,0
18959,4.4,3.26,5,5.506,0
18961,4.4,3.26,5,5.509,0
18963,4.4,3.26,5,5.511,0
18965,4.4,3.26,5,5.513,0
18967,4.4,3.26,5,5.516,0
18969,4.4,3.26,5,5.518,0
18971,4.4,3.26,5,5.521,0
18973,4.4,3.26,5,5.523,0
18975,4.4,3.26,5,5.526,0
18977,4.4,3.26,5,5.528,0
18979,4.4,3.26,5,5.531,0
18981,4.4,3.26,5,5.533,0
18983,4.4,3.26,5,5.535,0
18985,4.4,3.26,5,5.538,0
18987,4.4,3.26,5,5.540,0
18989,4.4,3.26,5,5.543,0
18991,4.4,3.26,5,5.545,0
18993,4.4,3.26,5,5.548,0
18995,4.4,3.26,5,5.550,0
18997,4.4,3.26,5,5.553,0
18999,4.4,3.26,5,5.555,0
19001,4.4,3.26,5,5.557,0
19003,4.4,3.26,5,5.560,0
19005,4.4,3.26,5,5.562,0
19007,4.4,3.26,5,5.565,0
19009,4.4,3.26,5,5.567,0
19011,4.4,3.26,5,5.570,0
19013,4.4,3.26,5,5.572,0
19015,4.4,3.26,5,5.575,0
19017,4.4,3.26,5,5.577,0
19019,4.4,3.26,5,5.579,0
19021,4.4,3.26,5,5.582,0
19023,4.4,3.26,5,5.584,0
19025,4.4,3.26,5,5.587,0
19027,4.4,3.26,5,5.589,0
19029,4.4,3.26,5,5.592,0
19031,4.4,3.26,5,5.594,0
19033,4.4,3.26,5,5.597,0
19035,4.4,3.26,5,5.599,0
19037,4.4,3.26,5,5.601,0
19039,4.4,3.26,5,5.604,0
19041,4.4,3.26,5,5.606,0
19043,4.4,3.26,5,5.609,0
19045,4.4,3.259,5,5.611,0
19047,4.4,3.26,5,5.614,0
19049,4.4,3.26,5,5.616,0
19051,4.4,3.26,5,5.619,0
19053,4.4,3.26,5,5.621,0
19055,4.4,3.26,5,5.623,0
19057,4.4,3.26,5,5.626,0
19059,4.4,3.26,5,5.628,0
19061,4.4,3.26,5,5.631,0
19063,4.4,3.26,5,5.633,0
19065,4.4,3.26,5,5.636,0
19067,4.4,3.26,5,5.638,0
19069,4.4,3.26,5,5.641,0
19071,4.4,3.26,5,5.643,0
19073,4.4,3.26,5,5.645,0
19075,4.4,3.26,5,5.648,0
19077,4.4,3.26,5,5.650,0
19079,4.4,3.26,5,5.653,0
19081,4.4,3.26,5,5.655,0
19083,4.4,3.26,5,5.658,0
19085,4.4,3.26,5,5.660,0
19087,4.4,3.26,5,5.663,0
19089,4.4,3.259,5,5.665,0
19091,4.4,3.26,5,5.667,0
19093,4.4,3.26,5,5.670,0
19095,4.4,3.26,5,5.672,0
19097,4.4,3.26,5,5.675,0
19099,4.4,3.26,5,5.677,0
19101,4.4,3.26,5,5.680,0
19103,4.4,3.259,5,5.682,0
19105,4.4,3.26,5,5.685,0
19107,4.4,3.26,5,5.687,0
19109,4.4,3.26,5,5.689,0
19111,4.4,3.26,5,5.692,0
19113,4.4,3.26,5,5.694,0
19115,4.4,3.26,5,5.697,0
19117,4.4,3.26,5,5.699,0
19119,4.4,3.26,5,5.702,0
19121,4.4,3.26,5,5.704,0
19123,4.4,3.26,5,5.707,0
19125,4.4,3.26,5,5.709,0
19127,4.4,3.26,5,5.711,0
19129,4.4,3.26,5,5.714,0
19131,4.4,3.26,5,5.716,0
19133,4.4,3.26,5,5.719,0
19135,4.4,3.26,5,5.721,0
19137,4.4,3.26,5,5.724,0
19139,4.4,3.26,5,5.726,0
19141,4.4,3.26,5,5.729,0
19143,4.4,3.259,5,5.731,0
19145,4.4,3.26,5,5.733,0
19147,4.4,3.26,5,5.736,0
19149,4.4,3.26,5,5.738,0
19151,4.4,3.259,5,5.741,0
19153,4.4,3.26,5,5.743,0
